symbol,security,country,gics_sector,gics_sub_industry
FMNB,Farmers National Banc Corp.,United States,Finance,Major Banks
FMS,Fresenius Medical Care AG,Germany,Health Care,Misc Health and Biotechnology Services
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Mexico,Consumer Staples,Beverages (Production/Distribution)
FNA,Paragon 28,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FNB,F.N.B. Corporation,United States,Finance,Major Banks
FNCB,FNCB Bancorp,United States,Finance,Major Banks
FNCH,Finch Therapeutics Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FND,Floor & Decor Holdings,United States,Consumer Discretionary,RETAIL: Building Materials
FNF,FNF Group of Fidelity National Financial,United States,Finance,Specialty Insurers
FNGR,FingerMotion,United States,Technology,Computer Software: Prepackaged Software
FNKO,Funko,United States,Consumer Discretionary,Recreational Games/Products/Toys
FNLC,First Bancorp  (ME),United States,Finance,Major Banks
FNWB,First Northwest Bancorp,United States,Finance,Banks
FNWD,Finward Bancorp,United States,Finance,Savings Institutions
FOA,Finance of America Companies,,Finance,Finance Companies
FOCS,Focus Financial Partners,United States,Finance,Investment Managers
FOF,Cohen & Steers Closed-End Opportunity Fund,United States,Finance,Investment Managers
FOLD,Amicus Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FONR,Fonar Corporation,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FORA,Forian,United States,Technology,Computer Software: Prepackaged Software
FORD,Forward Industries,United States,Industrials,Plastic Products
FORG,ForgeRock,,Technology,Computer Software: Prepackaged Software
FORL,Four Leaf Acquisition Corporation,United States,Finance,Blank Checks
FORM,FormFactor FormFactor,United States,Technology,Semiconductors
FORR,Forrester Research,United States,Consumer Discretionary,Diversified Commercial Services
FOSL,Fossil Group,United States,Consumer Discretionary,Consumer Specialties
FOUR,Shift4 Payments,United States,Consumer Discretionary,Business Services
FOX,Fox Corporation Class B,United States,Industrials,Broadcasting
FOXA,Fox Corporation,United States,Industrials,Broadcasting
FOXF,Fox Factory Holding Corp.,United States,Consumer Discretionary,Motor Vehicles
FOXO,FOXO Technologies,,Technology,Retail: Computer Software & Peripheral Equipment
FPAY,FlexShopper,United States,Consumer Discretionary,Diversified Commercial Services
FPI,Farmland Partners,United States,Real Estate,Real Estate Investment Trusts
FR,First Industrial Realty Trust,United States,Real Estate,Real Estate Investment Trusts
FRA,Blackrock Floating Rateome Strategies Fund ,United States,Finance,Investment Bankers/Brokers/Service
FRAF,Franklin Financial Services Corporation,United States,Finance,Major Banks
FRBA,First Bank,United States,Finance,Major Banks
FRBK,Republic First Bancorp,United States,Finance,Major Banks
FRD,Friedman Industries,United States,Industrials,Steel/Iron Ore
FREE,Whole Earth Brands,United States,Consumer Staples,Specialty Foods
FREQ,Frequency Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FRG,Franchise Group,United States,Miscellaneous,Diversified Commercial Services
FRGE,Forge Global Holdings,United States,Technology,Computer Software: Prepackaged Software
FRGI,Fiesta Restaurant Group,United States,Consumer Discretionary,Restaurants
FRHC,Freedom Holding Corp.,Kazakhstan,Finance,Investment Bankers/Brokers/Service
FRLA,Fortune Rise Acquisition Corporation,United States,Finance,Finance: Consumer Services
FRME,First Merchants Corporation,United States,Finance,Major Banks
FRPH,FRP Holdings,United States,Finance,Real Estate
FRPT,Freshpet,United States,Consumer Staples,Packaged Foods
FRSH,Freshworks,United States,Technology,EDP Services
FRST,Primis Financial Corp.,United States,Finance,Major Banks
FRT,Federal Realty Investment Trust,United States,Real Estate,Real Estate Investment Trusts
FRTX,Fresh Tracks Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRXB,Forest Road Acquisition Corp. II,,Finance,Blank Checks
FRZA,Forza X1,United States,Industrials,Marine Transportation
FSBC,Five Star Bancorp,United States,Finance,Banks
FSBW,FS Bancorp,United States,Finance,Banks
FSCO,FS Credit Opportunities Corp.,,Finance,Trusts Except Educational Religious and Charitable
FSEA,First Seacoast Bancorp,United States,Finance,Savings Institutions
FSFG,First Savings Financial Group,United States,Finance,Major Banks
FSK,FS KKR Capital Corp.,United States,Finance,Investment Managers
FSLR,First Solar,United States,Technology,Semiconductors
FSLY,Fastly,United States,Technology,Computer Software: Prepackaged Software
FSNB,Fusion Acquisition Corp. II,,Finance,Blank Checks
FSP,Franklin Street Properties Corp.,United States,Real Estate,Real Estate Investment Trusts
FSR,Fisker,United States,,
FSRX,FinServ Acquisition Corp. II,United States,Finance,Blank Checks
FSS,Federal Signal Corporation,United States,Consumer Discretionary,Auto Manufacturing
FSTR,L.B. Foster Company,United States,Industrials,Metal Fabrications
FT,Franklin Universal Trust,United States,Finance,Trusts Except Educational Religious and Charitable
FTAI,FTAI Aviation Ltd.,United States,,
FTCI,FTC Solar,United States,Technology,Semiconductors
FTDR,Frontdoor,United States,Consumer Discretionary,Other Consumer Services
FTEK,Fuel Tech,United States,Industrials,Pollution Control Equipment
FTFT,Future FinTech Group,China,Technology,EDP Services
FTHM,Fathom Holdings,United States,Finance,Real Estate
FTHY,First Trust High Yield Opportunities 2027 Term Fund,United States,Finance,Investment Managers
FTII,FutureTech II Acquisition Corp.,United States,Finance,Blank Checks
FTK,Flotek Industries,United States,Industrials,Major Chemicals
FTNT,Fortinet,United States,Technology,Computer peripheral equipment
FTRE,Fortrea Holdings,United States,Health Care,Medical Specialities
FTV,Fortive,United States,Industrials,Industrial Machinery & Supplies & Components
FUBO,fuboTV,,Industrials,Broadcasting
FUL,H. B. Fuller Company,United States,Industrials,Home Furnishings
FULC,Fulcrum Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FULT,Fulton Financial Corporation,United States,Finance,Major Banks
FUN,Cedar Fair L.P.,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
FUNC,First United Corporation,United States,Finance,Major Banks
FUND,Sprott Focus Trust,United States,Finance,Investment Managers
FUSB,First US Bancshares,United States,Finance,Major Banks
FUV,Arcimoto,United States,Consumer Discretionary,Motor Vehicles
FVCB,FVCBankcorp,United States,Finance,Major Banks
FWBI,First Wave BioPharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FWONA,Liberty Media Corporation Series A Liberty Formula One,United States,Industrials,Broadcasting
FWONK,Liberty Media Corporation Series C Liberty Formula One,United States,Industrials,Broadcasting
FWRD,Forward Air Corporation,United States,Consumer Discretionary,Oil Refining/Marketing
FWRG,First Watch Restaurant Group,United States,Consumer Discretionary,Restaurants
FXCO,Financial Strategies Acquisition Corp.,United States,Finance,Blank Checks
FXLV,F45 Training Holdings,United States,Consumer Discretionary,Professional and commerical equipment
FXNC,First National Corporation,United States,Finance,Major Banks
FYBR,Frontier Communications Parent,United States,Consumer Discretionary,Telecommunications Equipment
FZT,FAST Acquisition Corp. II,,Finance,Blank Checks
G,Genpact Limited,Bermuda,Consumer Discretionary,Professional Services
GAB,Gabelli Equity Trust (The),United States,Finance,Investment Managers
GABC,German American Bancorp,United States,Finance,Major Banks
GAIA,Gaia,United States,Consumer Discretionary,Movies/Entertainment
GALT,Galectin Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GAM,General American Investors,United States,Finance,Investment Managers
GAMC,Golden Arrow Merger Corp.,United States,Finance,Blank Checks
GAME,GameSquare Holdings,Canada,Consumer Discretionary,Services-Misc. Amusement & Recreation
GANX,Gain Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GASS,StealthGas,Greece,Consumer Discretionary,Marine Transportation
GATE,Marblegate Acquisition Corp.,United States,Finance,Blank Checks
GATO,Gatos Silver,United States,Basic Materials,Precious Metals
GATX,GATX Corporation,United States,Consumer Discretionary,Transportation Services
GBBK,Global Blockchain Acquisition Corp.,United States,Finance,Blank Checks
GBCI,Glacier Bancorp,United States,Finance,Major Banks
GBDC,Golub Capital BDC,United States,Finance,Finance: Consumer Services
GBIO,Generation Bio Co.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GBNY,Generations Bancorp NY,United States,Finance,Major Banks
GBR,New Concept Energy,United States,Energy,Oil & Gas Production
GBTG,Global Business Travel Group,United States,Technology,Computer Software: Prepackaged Software
GBX,Greenbrier Companies (The),United States,Industrials,Railroads
GCBC,Greene County Bancorp,United States,Finance,Banks
GCI,Gannett Co.,United States,Consumer Discretionary,Newspapers/Magazines
GCMG,GCM Grosvenor,United States,Finance,Finance/Investors Services
GCO,Genesco,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GCTK,GlucoTrack,Israel,Health Care,Medical/Dental Instruments
GCV,Gabelli Convertible andome Securities Fund (The),United States,Finance,Finance/Investors Services
GD,General Dynamics Corporation,United States,Industrials,Marine Transportation
GDC,GD Culture Group Limited,China,Industrials,Steel/Iron Ore
GDDY,GoDaddy,United States,Technology,EDP Services
GDEN,Golden Entertainment,United States,Consumer Discretionary,Hotels/Resorts
GDNR,Gardiner Healthcare Acquisitions Corp.,United States,Finance,Blank Checks
GDRX,GoodRx Holdings,United States,Technology,Retail: Computer Software & Peripheral Equipment
GDST,Goldenstone Acquisition Limited,United States,Finance,Blank Checks
GDYN,Grid Dynamics Holdings,United States,Technology,Computer Software: Prepackaged Software
GE,General Electric Company,United States,Technology,Consumer Electronics/Appliances
GECC,Great Elm Capital Corp.,United States,Finance,Finance: Consumer Services
GEF,Greif,United States,,
GEG,Great Elm Group,United States,Technology,Computer Software: Prepackaged Software
GEHC,GE HealthCare,United States,Health Care,Health Care Technology
GEN,Gen Digital,United States,Technology,Computer Software: Prepackaged Software
GENC,Gencor Industries,United States,Industrials,Construction/Ag Equipment/Trucks
GENK,GEN Restaurant Group,United States,Consumer Discretionary,Restaurants
GENQ,Genesis Unicorn Capital Corp.,United States,Finance,Blank Checks
GERN,Geron Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GES,Guess?,United States,Consumer Discretionary,Apparel
GETR,Getaround,,Consumer Discretionary,Rental/Leasing Companies
GETY,Getty Images Holdings,United States,Industrials,Industrial Machinery/Components
GEVO,Gevo,United States,Industrials,Major Chemicals
GF,New Germany Fund (The),United States,Finance,Investment Managers
GFF,Griffon Corporation,United States,Industrials,Building Products
GFOR,Graf Acquisition Corp. IV,,Finance,Blank Checks
GFX,Golden Falcon Acquisition Corp.,,Finance,Blank Checks
GGB,Gerdau S.A.,Brazil,Industrials,Steel/Iron Ore
GGE,Green Giant,China,Finance,Real Estate
GGG,Graco,United States,Industrials,Fluid Controls
GGT,Gabelli Multi-Media Trust (The),United States,Finance,Trusts Except Educational Religious and Charitable
GH,Guardant Health,United States,Health Care,Medical Specialities
GHC,Graham Holdings Company,United States,Consumer Discretionary,Educational Services
GHIX,Gores Holdings IX,United States,Finance,Blank Checks
GHL,Greenhill & Co.,United States,Finance,Investment Bankers/Brokers/Service
GHLD,Guild Holdings Company,,Finance,Finance: Consumer Services
GHM,Graham Corporation,United States,Industrials,Industrial Machinery/Components
GHSI,Guardion Health Sciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GIA,GigCapital 5,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
GIB,CGI,Canada,,
GIC,Global Industrial Company,United States,Industrials,Industrial Machinery/Components
GIFI,Gulf Island Fabrication,United States,Industrials,Metal Fabrications
GIII,G-III Apparel Group LTD.,United States,Consumer Discretionary,Apparel
GIL,Gildan Activewear Sub. Vot.,Canada,Consumer Discretionary,Building Products
GILD,Gilead Sciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GIM,Templeton Globalome Fund,United States,Finance,Finance Companies
GIPR,Generationome Properties,United States,Real Estate,Real Estate Investment Trusts
GIS,General Mills,United States,Consumer Staples,Packaged Foods
GKOS,Glaukos Corporation,United States,Health Care,Medical/Dental Instruments
GL,Globe Life,United States,Finance,Life Insurance
GLAD,Gladstone Capital Corporation,United States,Finance,Finance/Investors Services
GLBS,Globus Maritime Limited,Greece,Consumer Discretionary,Marine Transportation
GLBZ,Glen Burnie Bancorp,United States,Finance,Major Banks
GLDD,Great Lakes Dredge & Dock Corporation,United States,Industrials,Military/Government/Technical
GLG,TD Holdings,China,Technology,EDP Services
GLLI,Globalink Investment,United States,Industrials,Consumer Electronics/Appliances
GLO,Clough Global Opportunities Fund,United States,Finance,Finance/Investors Services
