symbol,name,country,sector,industry,wikipediaTitle
PLAG,Planet Green Holdings Corp.,China,Consumer Staples,Packaged Foods,
PLAY,Dave & Buster's Entertainment,United States,Consumer Discretionary,Restaurants,Dave %26 Buster's
PLBY,PLBY Group,United States,Consumer Discretionary,Recreational Games/Products/Toys,PLBY Group
PLCE,Children's Place (The),United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,
PLD,Prologis,United States,Real Estate,Real Estate Investment Trusts,Prologis
PLL,Piedmont Lithium,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Piedmont Lithium
PLNT,Planet Fitness,United States,Consumer Discretionary,Hotels/Resorts,Planet Fitness
PLOW,Douglas Dynamics,United States,Industrials,Construction/Ag Equipment/Trucks,
PLPC,Preformed Line Products Company,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,
PLRX,Pliant Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PLTK,Playtika Holding Corp.,Israel,Technology,EDP Services,Playtika
PLTN,Plutonian Acquisition Corp.,United States,Finance,Blank Checks,
PLTR,Palantir Technologies,United States,Technology,Retail: Computer Software & Peripheral Equipment,Palantir Technologies
PLUG,Plug Power,United States,Energy,Industrial Machinery/Components,Plug Power
PLUR,Pluri,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
PLUS,ePlus inc.,United States,Technology,Retail: Computer Software & Peripheral Equipment,EPlus
PLX,Protalix BioTherapeutics (DE),Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Protalix BioTherapeutics
PLXS,Plexus Corp.,United States,Technology,Electrical Products,
PLYM,Plymouth Industrial REIT,United States,Real Estate,Real Estate Investment Trusts,
PM,Philip Morris International,United States,Health Care, Medicinal Chemicals and Botanical Products ,Philip Morris International
PMCB,PharmaCyte  Biotech,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
PMF,PIMCO Municipalome Fund,United States,Finance,Finance/Investors Services,
PMGM,Priveterra Acquisition Corp.,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PMM,Putnam Managed Municipalome Trust,United States,Finance,Investment Managers,
PMO,Putnam Municipal Opportunities Trust,United States,Finance,Finance Companies,
PMTS,CPI Card Group,United States,Finance,Finance Companies,
PMVP,PMV Pharmaceuticals,United States,Health Care, Medicinal Chemicals and Botanical Products ,
PNAC,Prime Number Acquisition I Corp.,United States,Finance,Blank Checks,
PNBK,Patriot National Bancorp,United States,Finance,Major Banks,Patriot National Bancorp
PNC,PNC Financial Services Group (The),United States,Finance,Major Banks,PNC Financial Services
PNF,PIMCO New York Municipalome Fund,United States,Finance,Finance Companies,
PNFP,Pinnacle Financial Partners,United States,Finance,Major Banks,Pinnacle Financial Partners
PNM,PNM Resources (Holding Co.),United States,Utilities,Electric Utilities: Central,
PNNT,PennantPark Investment Corporation,United States,Finance,Finance/Investors Services,
PNRG,PrimeEnergy Resources Corporation,United States,Energy,Oil & Gas Production,
PNT,POINT Biopharma Global,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PNW,Pinnacle West Capital Corporation,United States,Utilities,Electric Utilities: Central,Pinnacle West Capital
POAI,Predictive Oncology,United States,Health Care,Industrial Specialties,
PODD,Insulet Corporation,United States,Health Care,Medical/Dental Instruments,
POL,Polished,United States,Consumer Discretionary,Home Furnishings,
POLA,Polar Power,United States,Miscellaneous,Industrial Machinery/Components,
POOL,Pool Corporation,United States,Consumer Discretionary,Industrial Specialties,
POR,Portland General Electric Co,United States,Utilities,Electric Utilities: Central,Portland General Electric
PORT,Southport Acquisition Corporation,,Finance,Blank Checks,
POST,Post Holdings,United States,Consumer Staples,Packaged Foods,Post Holdings
POWI,Power Integrations,United States,Technology,Semiconductors,
POWL,Powell Industries,United States,Energy,Electrical Products,Powell Industries
POWW,AMMO,United States,Industrials,Ordnance And Accessories,Ammunition
PPC,Pilgrim's Pride Corporation,United States,Consumer Staples,Meat/Poultry/Fish,Pilgrim's Pride
PPG,PPG Industries,United States,Consumer Discretionary,Paints/Coatings,PPG Industries
PPHP,PHP Ventures Acquisition Corp.,Malaysia,Finance,Blank Checks,
PPIH,Perma-Pipe International Holdings,United States,Industrials,Pollution Control Equipment,
PPL,PPL Corporation,United States,Utilities,Electric Utilities: Central,PPL Corporation
PPSI,Pioneer Power Solutions,United States,Industrials,Electrical Products,
PPT,Putnam Premierome Trust,United States,Finance,Finance Companies,
PPYA,Papaya Growth Opportunity Corp. I,United States,Finance,Blank Checks,
PR,Permian Resources Corporation,United States,Energy,Oil & Gas Production,
PRA,ProAssurance Corporation,United States,Finance,Property-Casualty Insurers,ProAssurance
PRAA,PRA Group,United States,Finance,Finance: Consumer Services,PRA Group
PRAX,Praxis Precision Medicines,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PRCH,Porch Group,United States,Technology,Computer Software: Prepackaged Software,
PRCT,PROCEPT BioRobotics Corporation,United States,Health Care,Medical Specialities,
PRDO,Perdoceo Education Corporation,United States,Consumer Discretionary,Other Consumer Services,Perdoceo
PRDS,Pardes Biosciences,United States,Health Care, Medicinal Chemicals and Botanical Products ,
PRFT,Perficient,United States,Technology,EDP Services,Perficient
PRG,PROG Holdings,United States,Consumer Discretionary,Diversified Commercial Services,
PRI,Primerica,United States,Finance,Life Insurance,Primerica
PRIM,Primoris Services Corporation,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,Primoris Services Corporation
PRK,Park National Corporation,United States,Finance,Major Banks,Park National Bank (Ohio)
PRLD,Prelude Therapeuticsorporated,United States,Health Care, Medicinal Chemicals and Botanical Products ,
PRME,Prime Medicine,United States,Health Care, Medicinal Chemicals and Botanical Products ,
PRMW,Primo Water Corporation,Canada,Consumer Staples,Beverages (Production/Distribution),Primo Water
PRO,PROS Holdings,United States,Technology,EDP Services,
PROF,Profound Medical Corp.,Canada,Health Care,Medical/Dental Instruments,
PROV,Provident Financial Holdings,United States,Finance,Savings Institutions,
PRPL,Purple Innovation,United States,Consumer Discretionary,Home Furnishings,
PRPO,Precipio ,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,
PRSO,Peraso,United States,Technology,Semiconductors,
PRST,Presto Automation,United States,Technology,EDP Services,
PRTG,Portage Biotech,Canada,Energy,Oil & Gas Production,
PRTH,Priority Technology Holdings,United States,Consumer Discretionary,Business Services,
PRTK,Paratek Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PRTS,CarParts.com,United States,Consumer Discretionary,Auto & Home Supply Stores,CarParts.com
PRU,Prudential Financial,United States,Finance,Life Insurance,Prudential Financial
PRVA,Privia Health Group,United States,Technology,Retail: Computer Software & Peripheral Equipment,
PSA,Public Storage,United States,Real Estate,Real Estate Investment Trusts,Public Storage
PSEC,Prospect Capital Corporation,United States,Finance,Finance/Investors Services,
PSF,Cohen & Steers Select Preferred andome Fund,,Finance,Investment Managers,
PSMT,PriceSmart,United States,Consumer Discretionary,Department/Specialty Retail Stores,PriceSmart
PSN,Parsons Corporation,United States,Technology,EDP Services,Parsons Corporation
PSNL,Personalis,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
PSO,Pearson Plc,United Kingdom,Consumer Discretionary,Books,Pearson plc
PSTG,Pure Storage,,Technology,Electronic Components,Pure Storage
PSTL,Postal Realty Trust,United States,Real Estate,Real Estate Investment Trusts,
PSTX,Poseida Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
PSX,Phillips 66,United States,Energy,Integrated oil Companies,Phillips 66
PTC,PTC,United States,Technology,Computer Software: Prepackaged Software,PTC (software company)
PTCT,PTC Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,PTC Therapeutics
PTEN,Patterson-UTI Energy,United States,Energy,Oil & Gas Production,Patterson-UTI
PTGX,Protagonist Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PTIX,Protagenic Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PTLO,Portillo's,United States,Consumer Discretionary,Restaurants,Portillo's Restaurants
PTMN,Portman Ridge Finance Corporation,United States,Finance,Finance: Consumer Services,
PTN,Palatin Technologies,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PTON,Peloton Interactive,United States,Consumer Discretionary,Recreational Games/Products/Toys,Peloton Interactive
PTPI,Petros Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PTRA,Proterra,United States,Consumer Discretionary,Auto Manufacturing,Proterra (bus manufacturer)
PTRS,Partners Bancorp,United States,Finance,Major Banks,
PTSI,P.A.M. Transportation Services,United States,Industrials,Trucking Freight/Courier Services,PAM Transport
PTWO,Pono Capital Two,United States,Finance,Blank Checks,
PUBM,PubMatic,United States,Technology,Computer Software: Prepackaged Software,Pubmatic
PUCK,Goal Acquisitions Corp.,United States,Finance,Blank Checks,
PUK,Prudential Public Limited Company,United Kingdom,Finance,Life Insurance,Prudential plc
PULM,Pulmatrix,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PUMP,ProPetro Holding Corp.,United States,Energy,Oilfield Services/Equipment,
PVBC,Provident Bancorp (MD),United States,Finance,Major Banks,
PVH,PVH Corp.,United States,Consumer Discretionary,Apparel,PVH Corp.
PW,Power REIT (MD),United States,Real Estate,Real Estate Investment Trusts,
PWFL,PowerFleet,United States,Telecommunications,Telecommunications Equipment,PowerFleet
PWOD,Penns Woods Bancorp,United States,Finance,Major Banks,
PWP,Perella Weinberg Partners,United States,Finance,Finance: Consumer Services,Perella Weinberg Partners
PWR,Quanta Services,United States,Industrials,Engineering & Construction,Quanta Services
PWSC,PowerSchool Holdings,United States,Technology,Computer Software: Prepackaged Software,
PX,P10,United States,Finance,Investment Managers,
PXD,Pioneer Natural Resources Company,United States,Energy,Oil & Gas Production,Pioneer Natural Resources
PXLW,Pixelworks ,United States,Technology,Semiconductors,Pixelworks
PXMD,PaxMedica,United States,Health Care, Medicinal Chemicals and Botanical Products ,
PXS,Pyxis Tankers,Greece,Consumer Discretionary,Marine Transportation,
PYCR,Paycor HCM,United States,Technology,Computer Software: Prepackaged Software,
PYPL,PayPal Holdings,United States,Consumer Discretionary,Business Services,PayPal
PYXS,Pyxis Oncology,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
PZG,Paramount Gold Nevada Corp.,United States,Basic Materials,Metal Mining,
PZZA,Papa John's International,United States,Consumer Discretionary,Restaurants,Papa John's
QCOM,QUALCOMMorporated,United States,Technology,Radio And Television Broadcasting And Communications Equipment,Qualcomm
QCRH,QCR Holdings,United States,Finance,Major Banks,QCR Holdings
QDEL,QuidelOrtho Corporation,United States,Health Care,Medical Specialities,QuidelOrtho
QFTA,Quantum FinTech Acquisition Corporation,,Finance,Blank Checks,
QLGN,Qualigen Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
QLYS,Qualys,United States,Technology,EDP Services,Qualys
QMCO,Quantum Corporation,United States,Technology,Electronic Components,
QNCX,Quince Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
QNST,QuinStreet,United States,Consumer Discretionary,Advertising,QuinStreet
QOMO,Qomolangma Acquisition Corp.,United States,Finance,Blank Checks,
QRHC,Quest Resource Holding Corporation,United States,Utilities,Environmental Services,
QRVO,Qorvo,United States,Technology,Semiconductors,Qorvo
QS,QuantumScape Corporation,United States,Consumer Discretionary,Auto Parts:O.E.M.,QuantumScape
QSI,Quantum-Siorporated,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
QTRX,Quanterix Corporation,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,
QTWO,Q2 Holdings,United States,Technology,Computer Software: Prepackaged Software,
QUAD,Quad Graphics,United States,Consumer Discretionary,Publishing,Quad (company)
QUBT,Quantum Computing,United States,Technology,Computer Software: Prepackaged Software,Quantum computing
QUIK,QuickLogic Corporation,United States,Technology,Semiconductors,
QUOT,Quotient Technology,United States,Consumer Discretionary,Advertising,Quotient Technology
R,Ryder System,United States,Consumer Discretionary,Rental/Leasing Companies,Ryder
RA,Brookfield Real Assetsome Fund,,Finance,Investment Managers,
RAD,Rite Aid Corporation,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,Rite Aid
RADI,Radius Global Infrastructure,United States,Consumer Discretionary,Telecommunications Equipment,
RAIL,FreightCar America,United States,Industrials,Railroads,FreightCar America
RAIN,Rain Oncology,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RAMP,LiveRamp Holdings,United States,Technology,EDP Services,LiveRamp
RAND,Rand Capital Corporation,United States,Finance,Finance: Consumer Services,
RANI,Rani Therapeutics Holdings,United States,Health Care, Medicinal Chemicals and Botanical Products ,
RAPT,RAPT Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RARE,Ultragenyx Pharmaceutical,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Ultragenyx
RAVE,Rave Restaurant Group,United States,Consumer Discretionary,Food Distributors,Pizza Inn
RBA,RB Global,Canada,Consumer Discretionary,Business Services,
RBB,RBB Bancorp,United States,Finance,Major Banks,
RBBN,Ribbon Communications,United States,Technology,EDP Services,Ribbon Communications
RBC,RBC Bearingsorporated,United States,Industrials,Metal Fabrications,
RBCAA,Republic Bancorp,United States,Finance,Major Banks,Republic Bank %26 Trust Company
RBKB,Rhinebeck Bancorp,United States,Finance,Major Banks,
RBLX,Roblox Corporation,United States,Technology,EDP Services,Roblox Corporation
RBOT,Vicarious Surgical,Hong Kong,Health Care,Medical Specialities,
RBT,Rubicon Technologies,,Technology,Computer Software: Prepackaged Software,
RC,Ready Capital Corproation,United States,Real Estate,Real Estate Investment Trusts,
RCAC,Revelstone Capital Acquisition Corp.,United States,Finance,Blank Checks,
RCAT,Red Cat Holdings,United States,Industrials,Wholesale Distributors,
RCEL,Avita Medical,United States,Health Care,Medical/Dental Instruments,Avita Medical
RCG,RENN Fund,United States,Finance,Investment Managers,
RCI,Rogers Communication,Canada,Telecommunications,Cable & Other Pay Television Services,Rogers Communications
RCKT,Rocket Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RCKY,Rocky Brands,United States,Consumer Discretionary,Shoe Manufacturing,Rocky Brands
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Discretionary,Marine Transportation,Royal Caribbean Group
RCLF,Rosecliff Acquisition Corp I,United States,Health Care,Medical/Dental Instruments,
RCM,R1 RCM,United States,Consumer Discretionary,Other Consumer Services,R1 RCM
RCMT,RCM Technologies,United States,Consumer Discretionary,Professional Services,
RCRT,Recruiter.com Group,United States,Technology,EDP Services,
RCUS,Arcus Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RDFN,Redfin Corporation,United States,Finance,Real Estate,Redfin
RDI,Reading International,United States,Consumer Discretionary,Movies/Entertainment,
RDIB,Reading International Class B,United States,Consumer Discretionary,Movies/Entertainment,
RDN,Radian Group,United States,Finance,Property-Casualty Insurers,Radian Group
RDNT,RadNet,United States,Health Care,Medical Specialities,RadNet
RDW,Redwire Corporation,United States,Industrials,Military/Government/Technical,
RDY,Dr. Reddy's Laboratories Ltd,India,Health Care,Biotechnology: Pharmaceutical Preparations,Dr. Reddy's Laboratories
REAL,The RealReal,United States,Consumer Discretionary,Consumer Specialties,The RealReal
REBN,Reborn Coffee,United States,Consumer Discretionary,Restaurants,
REFI,Chicago Atlantic Real Estate Finance,United States,Real Estate,Real Estate Investment Trusts,
REFR,Research Frontiersorporated,United States,Technology,Industrial Machinery/Components,Research Frontiers
REG,Regency Centers Corporation,United States,Real Estate,Real Estate Investment Trusts,Regency Centers
REGN,Regeneron Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Regeneron Pharmaceuticals
REI,Ring Energy,United States,Energy,Oil & Gas Production,
REKR,Rekor Systems,United States,Telecommunications,Telecommunications Equipment,
RELI,Reliance Global Group,United States,Finance,Specialty Insurers,
RELL,Richardson Electronics Ltd.,United States,Technology,Electronic Components,
RELY,Remitly Global,United States,Technology,Computer Software: Prepackaged Software,
RENT,Rent the Runway,United States,Consumer Discretionary,Other Specialty Stores,Rent the Runway
REPL,Replimune Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
REPX,Riley Exploration Permian,United States,Energy,Oil & Gas Production,
RES,RPC,United States,Energy,Oilfield Services/Equipment,Remote procedure call
RETA,Reata Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Reata Pharmaceuticals
REVB,Revelation Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
REVG,REV Group,United States,Consumer Discretionary,Auto Manufacturing,REV Group
REXR,Rexford Industrial Realty,United States,Real Estate,Real Estate Investment Trusts,
REYN,Reynolds Consumer Products,United States,Industrials,Office Equipment/Supplies/Services,
RF,Regions Financial Corporation,United States,Finance,Major Banks,Regions Financial Corporation
RFAC,RF Acquisition Corp.,Singapore,Finance,Blank Checks,
RFI,Cohen & Steers Total Return Realty Fund,United States,Finance,Investment Managers,
RFIL,RF Industries Ltd.,United States,Technology,Electrical Products,
RFL,Rafael Holdings Class B,United States,Finance,Real Estate,
RFM,RiverNorth Flexible Municipalome Fund,,Finance,Finance/Investors Services,
RFMZ,RiverNorth Flexible Municipalome Fund II,,Finance,Trusts Except Educational Religious and Charitable,
RGA,Reinsurance Group of Americaorporated,United States,Finance,Life Insurance,Reinsurance Group of America
RGCO,RGC Resources,United States,Utilities,Oil & Gas Production,
RGEN,Repligen Corporation,United States,Health Care,Medical/Dental Instruments,Repligen
RGF,The Real Good Food Company,United States,Consumer Staples,Packaged Foods,
RGLD,Royal Gold,United States,Industrials,Precious Metals,Royal Gold
RGLS,Regulus Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Regulus Therapeutics
RGNX,REGENXBIO,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
RGP,Resources Connection,United States,Consumer Discretionary,Business Services,
RGR,Sturm Ruger & Company,United States,Industrials,Ordnance And Accessories,"Sturm, Ruger %26 Co."
RGS,Regis Corporation,United States,Consumer Discretionary,Other Consumer Services,Regis Corporation
RGT,Royce Global Value Trust,,Finance,Trusts Except Educational Religious and Charitable,
RGTI,Rigetti Computing,United States,Technology,Retail: Computer Software & Peripheral Equipment,Rigetti Computing
RH,RH,United States,Consumer Discretionary,Other Specialty Stores,RH
RHE,Regional Health Properties,,Real Estate,Real Estate,
RHI,Robert Half International,United States,Consumer Discretionary,Professional Services,Robert Half
RIBT,RiceBran Technologies,United States,Consumer Staples,Packaged Foods,
RICK,RCI Hospitality Holdings,United States,Consumer Discretionary,Restaurants,RCI Hospitality Holdings
RIG,Transocean Ltd (Switzerland),Switzerland,Energy,Oil & Gas Production,
RIGL,Rigel Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RILY,B. Riley Financial,United States,Finance,Investment Managers,
RIO,Rio Tinto Plc,Australia,Basic Materials,Metal Mining,Rio Tinto (corporation)
RITM,Rithm Capital Corp.,United States,Real Estate,Real Estate Investment Trusts,
RIV,RiverNorth Opportunities Fund,,Finance,Finance Companies,
RIVN,Rivian Automotive,United States,Consumer Discretionary,Auto Manufacturing,Rivian
RJF,Raymond James Financial,United States,Finance,Investment Bankers/Brokers/Service,Raymond James Financial
RKDA,Arcadia Biosciences,United States,Industrials,Agricultural Chemicals,Arcadia Biosciences
RKLB,Rocket Lab USA,United States,Industrials,Aerospace,
RKT,Rocket Companies,United States,Finance,Finance: Consumer Services,
RL,Ralph Lauren Corporation,United States,Consumer Discretionary,Apparel,Ralph Lauren Corporation
RLAY,Relay Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
RLGT,Radiant Logistics,United States,Consumer Discretionary,Oil Refining/Marketing,
RLMD,Relmada Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RLYB,Rallybio Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RM,Regional Management Corp.,United States,Finance,Finance: Consumer Services,
RMAX,RE/MAX Holdings,,Finance,Real Estate,
RMBI,Richmond Mutual Bancorporation,United States,,,
RMBL,RumbleOn Class B,United States,Technology,EDP Services,
RMBS,Rambus,United States,Technology,Semiconductors,Rambus
RMCF,Rocky Mountain Chocolate Factory,United States,Consumer Staples,Specialty Foods,Rocky Mountain Chocolate Factory
RMD,ResMed,United States,Health Care,Medical/Dental Instruments,ResMed
RMED,Ra Medical Systems,,Health Care,Medical/Dental Instruments,
RMI,RiverNorth Opportunistic Municipalome Fund,,Finance,Finance/Investors Services,
RMM,RiverNorth Managed Duration Municipalome Fund,,Finance,Trusts Except Educational Religious and Charitable,
RMMZ,RiverNorth Managed Duration Municipalome Fund II,,Finance,Investment Managers,
RMNI,Rimini Street (DE),United States,Consumer Discretionary,Business Services,
RMR,The RMR Group,United States,Consumer Discretionary,Professional Services,
RMT,Royce Micro-Cap Trust,United States,Finance,Investment Managers,
RMTI,Rockwell Medical,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Rockwell Medical
RNA,Avidity Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RNAZ,TransCode Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RNG,RingCentral,United States,Technology,EDP Services,RingCentral
RNGR,Ranger Energy Services,United States,Energy,Oilfield Services/Equipment,
RNR,RenaissanceRe Holdings Ltd.,Bermuda,Finance,Property-Casualty Insurers,RenaissanceRe
RNST,Renasant Corporation,United States,Finance,Major Banks,
RNXT,RenovoRx,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ROAD,Construction Partners,United States,Industrials,Engineering & Construction,
ROCK,Gibraltar Industries,United States,,,
ROCL,Roth CH Acquisition V Co.,United States,Finance,Blank Checks,
ROG,Rogers Corporation,United States,Industrials,Major Chemicals,Rogers Corporation
ROK,Rockwell Automation,United States,Industrials,Industrial Machinery/Components,Rockwell Automation
ROKU,Roku,United States,Telecommunications,Cable & Other Pay Television Services,"Roku, Inc."
ROL,Rollins,United States,Finance,Diversified Commercial Services,"Rollins, Inc."
ROOT,Root,United States,Finance,Property-Casualty Insurers,ROOT
ROP,Roper Technologies,United States,Industrials,Office Equipment/Supplies/Services,Roper Technologies
ROST,Ross Stores,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Ross Stores
ROVR,Rover Group,United States,Consumer Discretionary,Other Consumer Services,Rover Group
RPAY,Repay Holdings Corporation,United States,Technology,EDP Services,
RPD,Rapid7,United States,Technology,Computer Software: Prepackaged Software,
RPHM,Reneo Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RPID,Rapid Micro Biosystems,United States,Health Care,Medical Specialities,
RPM,RPM International,United States,Consumer Discretionary,Paints/Coatings,RPM International
RPT,RPT Realty,United States,Real Estate,Real Estate Investment Trusts,RPT Realty
RRBI,Red River Bancshares,United States,Consumer Discretionary,Hotels/Resorts,
RRC,Range Resources Corporation,United States,Energy,Oil & Gas Production,
RRGB,Red Robin Gourmet Burgers,United States,Consumer Discretionary,Restaurants,Red Robin
RRR,Red Rock Resorts,United States,Consumer Discretionary,Hotels/Resorts,
RRX,Regal Rexnord Corporation,United States,Consumer Discretionary,Metal Fabrications,Regal Rexnord
RSF,RiverNorth Capital andome Fund,,Finance,Investment Managers,
RSG,Republic Services,United States,Utilities,Environmental Services,Republic Services
RSI,Rush Street Interactive,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,
RSLS,ReShape Lifesciences,United States,Health Care,Medical/Dental Instruments,
RSSS,Research Solutions,United States,Consumer Discretionary,Business Services,
RSVR,Reservoir Media,United States,Consumer Discretionary,Movies/Entertainment,
RTL,The Necessity Retail REIT,United States,Real Estate,Real Estate Investment Trusts,
RTX,Raytheon Technologies Corporation,United States,Industrials,Aerospace,RTX (company)
RUM,Rumble,United States,Technology,Computer Software: Prepackaged Software,Rumble (company)
RUN,Sunrun,United States,Miscellaneous,Industrial Machinery/Components,Sunrun
RVLV,Revolve Group,United States,Consumer Discretionary,Catalog/Specialty Distribution,
RVMD,Revolution Medicines,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
RVNC,Revance Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RVP,Retractable Technologies,United States,Health Care,Medical/Dental Instruments,
RVSB,Riverview Bancorp,United States,Finance,Major Banks,
RVT,Royce Value Trust,United States,Finance,Trusts Except Educational Religious and Charitable,
RVTY,Revvity,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,Revvity
RVYL,Ryvyl,United States,Consumer Discretionary,Professional Services,
RWAY,Runway Growth Finance Corp.,United States,,,
RWOD,Redwoods Acquisition Corp.,United States,Finance,Blank Checks,
RWT,Redwood Trust,United States,Real Estate,Real Estate Investment Trusts,
RXO,RXO,United States,,,
RXRX,Recursion Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
RXST,RxSight,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
RXT,Rackspace Technology,United States,Technology,EDP Services,Rackspace Technology
RY,Royal Bank Of Canada,Canada,Finance,Commercial Banks,Royal Bank of Canada
RYAM,Rayonier Advanced Materials,United States,Basic Materials,Paper,Rayonier Advanced Materials
RYAN,Ryan Specialty Holdings,United States,Finance,Specialty Insurers,
RYI,Ryerson Holding Corporation,United States,Industrials,Metal Fabrications,
RYN,Rayonier REIT,United States,Real Estate,Real Estate Investment Trusts,
RYTM,Rhythm Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
S,SentinelOne,United States,Technology,EDP Services,SentinelOne
SABR,Sabre Corporation,United States,Technology,Computer Software: Programming Data Processing,Sabre Corporation
SABS,SAB Biotherapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SAFT,Safety Insurance Group,United States,Finance,Property-Casualty Insurers,
SAGA,Sagaliam Acquisition Corp.,United States,Finance,Blank Checks,
SAGE,Sage Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
SAH,Sonic Automotive,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,Sonic Automotive
SAIA,Saia,United States,Industrials,Trucking Freight/Courier Services,Saia
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,United States,Technology,EDP Services,Science Applications International Corporation
SAL,Salisbury Bancorp,United States,Finance,Savings Institutions,
SALM,Salem Media Group,United States,Consumer Discretionary,Broadcasting,Salem Media Group
SAM,Boston Beer Company (The),United States,Consumer Staples,Beverages (Production/Distribution),
SAMA,Schultze Special Purpose Acquisition Corp. II,United States,Finance,Blank Checks,
SAMG,Silvercrest Asset Management Group,United States,Finance,Investment Managers,
SANA,Sana Biotechnology,United States,Health Care, Medicinal Chemicals and Botanical Products ,
SANM,Sanmina Corporation,United States,Technology,Electrical Products,Sanmina Corporation
SASI,Sigma Additive Solutions,United States,Consumer Discretionary,Miscellaneous manufacturing industries,
SASR,Sandy Spring Bancorp,United States,Finance,Major Banks,Sandy Spring Bank
SATS,EchoStar  Corporation,United States,Technology,Radio And Television Broadcasting And Communications Equipment,EchoStar
SAVA,Cassava Sciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Cassava Sciences
SAVE,Spirit Airlines,United States,Consumer Discretionary,Air Freight/Delivery Services,Spirit Airlines
SBAC,SBA Communications Corporation,United States,Real Estate,Real Estate Investment Trusts,SBA Communications
SBCF,Seacoast Banking Corporation of Florida,United States,Finance,Major Banks,
SBEV,Splash Beverage Group (NV),,Consumer Staples,Beverages (Production/Distribution),
SBFG,SB Financial Group,United States,Finance,Major Banks,
SBFM,Sunshine Biopharma,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,
SBGI,Sinclair,United States,Industrials,Broadcasting,Sinclair (singer)
